         2957751 function calls (2957677 primitive calls) in 7.699 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 /home/hcui7/repos/andes_github/andes/models/windturbine.py:283(init1)
        1    0.000    0.000    0.001    0.001 /home/hcui7/repos/andes_github/andes/models/shunt.py:1(<module>)
     1434    0.001    0.000    0.001    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
       59    0.000    0.000    0.001    0.000 /home/hcui7/repos/andes_github/andes/models/base.py:209(copy_param)
        8    0.000    0.000    0.001    0.000 /usr/lib/python3.5/tokenize.py:450(open)
       47    0.000    0.000    0.001    0.000 /usr/lib/python3.5/logging/__init__.py:819(format)
        1    0.000    0.000    0.001    0.001 /home/hcui7/repos/andes_github/andes/variables/call.py:64(build_vec)
     2182    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/dae.py:289(reset_small_g)
       47    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:1347(findCaller)
       67    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/base.py:164(read_param)
       47    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:554(format)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/call.py:97(_compile_newton)
       19    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
     1535    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/windturbine.py:22(gycall)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/varname.py:59(bus_line_names)
     1535    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/dae.py:211(<listcomp>)
     2228    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       12    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:73(__init__)
     1540    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/dae.py:286(reset_small_f)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:510(_init_module_attrs)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/system.py:125(xy_addr0)
     1535    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:568(current_gcall)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/system.py:146(base)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_parse.py:819(parse)
     1535    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:698(pll_fxcall)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:414(init1)
       66    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:68(_path_stat)
     1535    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:571(current_gycall)
     1536    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/synchronous.py:132(saturation)
     1612    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
     1535    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:695(pll_fcall)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/synchronous.py:467(init1)
      8/5    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_parse.py:429(_parse_sub)
     1535    0.000    0.000    0.000    0.000 {built-in method math.isnan}
        5    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/system.py:186(check_islands)
      635    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/breaker.py:72(istime)
     1535    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:574(current_fxcall)
       40    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/base.py:347(base)
       41    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/base.py:462(_addr)
      9/5    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_parse.py:491(_parse)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_compile.py:516(_code)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/call.py:271(_compile_int_g)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/synchronous.py:288(init1)
        5    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/line.py:184(connectivity)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/line.py:336(_varname_flow)
     1818    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
      432    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/pss.py:1(<module>)
      640    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/routines/timedomain.py:383(anglediff)
       42    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:246(cache_from_source)
      239    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
      640    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/breaker.py:63(get_times)
      320    0.000    0.000    0.000    0.000 /usr/lib/python3.5/linecache.py:147(lazycache)
       47    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:957(flush)
       22    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/base.py:503(_param2matrix)
       19    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/base.py:431(_interface)
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:195(_lock_unlock_module)
        4    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/breaker.py:77(check_time)
      127    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:50(_path_join)
      177    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/varname.py:17(resize)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3.5/posixpath.py:115(splitext)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/synchronous.py:81(init1)
      373    0.000    0.000    0.000    0.000 /usr/lib/python3.5/traceback.py:286(walk_stack)
       51    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(_get_module_lock)
      515    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
       47    0.000    0.000    0.000    0.000 /usr/lib/python3.5/posixpath.py:136(basename)
       43    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(cached)
     24/5    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_compile.py:64(_compile)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.5/tokenize.py:357(detect_encoding)
     2217    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:388(servcall)
        2    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/zone.py:47(setup)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:1(<module>)
       10    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/utils/time.py:5(elapsed)
       47    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:118(getLevelName)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:163(__enter__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/governor.py:95(init1)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:342(_get_cached)
      320    0.000    0.000    0.000    0.000 /usr/lib/python3.5/traceback.py:239(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/system.py:224(get_linedata)
       55    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/base.py:227(_slice)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/report.py:189(<listcomp>)
       47    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:532(usesTime)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/windturbine.py:109(init1)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:105(setup)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/system.py:193(get_busdata)
     1489    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
      627    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        3    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/zone.py:8(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/wind.py:56(init1)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/devman.py:39(sort_device)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/governor.py:44(init1)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/avr.py:43(init1)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/synchronous.py:1(<module>)
       19    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/base.py:768(check_Vn)
      105    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/devman.py:21(register_element)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/fault.py:43(setup)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3.5/genericpath.py:111(_splitext)
      235    0.000    0.000    0.000    0.000 {method 'readline' of '_io.TextIOWrapper' objects}
       27    0.000    0.000    0.000    0.000 /usr/lib/python3.5/codecs.py:318(decode)
       94    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:799(acquire)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/windturbine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/zone.py:179(setup)
        1    0.000    0.000    0.000    0.000 {built-in method cvxopt.gsl.uniform}
        2    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/pv.py:73(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/windturbine.py:272(servcall)
       53    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:1515(isEnabledFor)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/line.py:239(init0)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:87(_path_isfile)
       19    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/base.py:443(_dc_interface)
       47    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:379(usesTime)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/agc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/report.py:196(<listcomp>)
      127    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/breaker.py:10(__init__)
       47    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:538(formatMessage)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1210(_get_spec)
       94    0.000    0.000    0.000    0.000 /usr/lib/python3.5/posixpath.py:50(normcase)
      198    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:78(_path_is_mode_type)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/synchronous.py:269(build_service)
       19    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/base.py:437(_ac_interface)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/wind.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/synchronous.py:432(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/call.py:147(_compile_fdpf)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_compile.py:221(_compile_charset)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/utils/logger.py:80(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:385(__init__)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:826(path_stats)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/utils/logger.py:159(basicConfig)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/dae.py:82(init1)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/report.py:100(update)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/os.py:1049(close)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/call.py:258(_compile_int_f)
        2    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/synchronous.py:350(__init__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_compile.py:412(_compile_info)
       14    0.000    0.000    0.000    0.000 {method 'writelines' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:1676(basicConfig)
       51    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:94(acquire)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/bus.py:77(_varname_inj)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/bus.py:70(_varname)
       27    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       51    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:119(release)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/varname.py:10(__init__)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.5/tokenize.py:381(read_or_stop)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:321(__exit__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:104(__init__)
       51    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:74(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/pv.py:138(__init__)
       47    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:382(format)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/windturbine.py:198(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/pss.py:194(__init__)
       41    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/devman.py:13(register_device)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/zone.py:186(__init__)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_compile.py:248(_optimize_charset)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/report.py:75(_update_extended)
        9    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/measurement.py:37(init1)
        2    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/governor.py:10(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/avr.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/windturbine.py:87(windpower)
       49    0.000    0.000    0.000    0.000 /usr/lib/python3.5/posixpath.py:39(_get_sep)
       42    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:56(_path_split)
        2    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/pv.py:9(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/pv.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/governor.py:147(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:578(VSC1_Outer1)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/zone.py:199(setup)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:513(spec_from_file_location)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/subprocess.py:1618(wait)
       94    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:806(release)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/base.py:523(init_limit)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:433(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/call.py:77(build_strings)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/utils/streaming.py:9(__init__)
       47    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:149(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/line.py:97(setup)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/base.py:17(<module>)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/avr.py:34(servcall)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:170(__exit__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:12(__init__)
      168    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/measurement.py:1(<module>)
       99    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_parse.py:157(__getitem__)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1064(_path_importer_cache)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/governor.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method time.strftime}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:605(outer_init1)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/pq.py:9(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:490(__init__)
       53    0.000    0.000    0.000    0.000 /usr/lib/python3.5/traceback.py:269(__getitem__)
       10    0.000    0.000    0.000    0.000 {built-in method cvxoptklu.klu.linsolve}
       47    0.000    0.000    0.000    0.000 /usr/lib/python3.5/threading.py:1224(current_thread)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/synchronous.py:463(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:121(init0)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/avr.py:192(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/zone.py:174(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/line.py:1(<module>)
      194    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/filters/dome.py:114(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:528(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:326(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:134(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/report.py:47(info)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.arange}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/measurement.py:10(__init__)
        2    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/synchronous.py:12(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/fileman.py:6(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/pss.py:14(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/utils/dime.py:9(__init__)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.5/tokenize.py:387(find_cookie)
      172    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/agc.py:89(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:706(__init__)
        2    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/system.py:170(rmgen)
       47    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:321(getMessage)
       97    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
      326    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/dae.py:20(init_xy)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/dae.py:86(resize)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/governor.py:70(__init__)
       47    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       19    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/base.py:140(_alloc)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/call.py:174(_compile_pfgen)
       48    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:919(_sanity_check)
    38/19    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_parse.py:167(getwidth)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/system.py:200(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:176(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/fault.py:9(__init__)
        5    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:50(add)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/dae.py:63(setup)
       94    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:695(filter)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/zone.py:1(<module>)
      260    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:8(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/subprocess.py:1605(_try_wait)
       38    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/base.py:240(<listcomp>)
      129    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:366(_verbose_message)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/call.py:187(_compile_bus_injection)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/agc.py:36(__init__)
      321    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/call.py:160(_compile_pfload)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/avr.py:9(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/fault.py:1(<module>)
      100    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/coi.py:8(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/windturbine.py:80(servcall)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/utils/pymatbridge.py:439(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/system.py:233(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/dcbase.py:221(__init__)
       53    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:1501(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/measurement.py:65(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1047(_path_hooks)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/shunt.py:7(__init__)
       47    0.000    0.000    0.000    0.000 /usr/lib/python3.5/threading.py:1074(name)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/agc.py:9(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1043(__import__)
       14    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/base.py:149(remove_param)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/avr.py:98(__init__)
       10    0.000    0.000    0.000    0.000 {method 'quantize' of 'decimal.Decimal' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1260(_fill_cache)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/line.py:9(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/settings/tds.py:6(__init__)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/windturbine.py:269(base)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/utils/pymatbridge.py:121(__init__)
       42    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:45(_r_long)
       51    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_parse.py:247(get)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/wind.py:135(__init__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:1840(debug)
       22    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       44    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/formats/txt.py:59(<listcomp>)
      296    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/vsc.py:524(current_init1)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/pq.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/utils/math.py:10(altb)
        2    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/variables/dae.py:24(init_x)
      196    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.5/_bootlocale.py:23(getpreferredencoding)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:789(find_spec)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:419(parent)
        1    0.000    0.000    0.000    0.000 /home/hcui7/repos/andes_github/andes/models/synchronous.py:176(__init__)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:861(_resolve_name)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.5/codecs.py:308(__init__)
